Route No.,Bus No.,From,To,Distance (km)
RT709,PB-79-2984,Hoshiarpur,Mohali,145.0
RT726,PB-20-7073,Jalandhar,Pathankot,135.0
RT695,PB-12-6939,Ferozepur,Ropar,223.7
RT404,PB-18-8021,Patiala,Ludhiana,103.0
RT506,PB-29-3553,Kapurthala,Ropar,136.6
RT927,PB-36-1643,Ropar,Moga,159.6
RT859,PB-82-4243,Ropar,Amritsar,222.8
RT964,PB-38-8594,Ludhiana,Kapurthala,83.6
RT533,PB-42-4487,Chandigarh,Ferozepur,266.4
RT216,PB-44-3523,Hoshiarpur,Patiala,175.0
RT684,PB-47-1711,Patiala,Hoshiarpur,163.6
RT586,PB-67-1957,Chandigarh,Ropar,44.1
RT571,PB-15-7277,Pathankot,Mohali,261.9
RT471,PB-51-3424,Amritsar,Bathinda,193.5
RT271,PB-24-3097,Moga,Bathinda,81.8
RT244,PB-32-8699,Ferozepur,Bathinda,99.7
RT680,PB-83-6370,Ludhiana,Ferozepur,140.7
RT519,PB-41-6479,Amritsar,Mohali,239.6
RT823,PB-40-5045,Ludhiana,Pathankot,193.8
RT305,PB-30-8742,Chandigarh,Hoshiarpur,145.7
RT348,PB-67-7486,Kapurthala,Amritsar,68.8
RT718,PB-96-9134,Pathankot,Hoshiarpur,110.3
RT172,PB-93-3541,Kapurthala,Bathinda,167.8
RT253,PB-88-7799,Hoshiarpur,Bathinda,221.3
RT919,PB-62-6158,Amritsar,Mohali,243.7
RT309,PB-77-4139,Ropar,Mohali,42.3
RT512,PB-71-2087,Kapurthala,Ludhiana,86.8
RT845,PB-93-7179,Hoshiarpur,Chandigarh,143.2
RT958,PB-60-9399,Hoshiarpur,Moga,124.2
RT964,PB-38-7956,Amritsar,Hoshiarpur,124.5
RT298,PB-94-6680,Ferozepur,Bathinda,105.8
RT351,PB-63-6636,Kapurthala,Jalandhar,22.5
RT316,PB-53-2852,Chandigarh,Hoshiarpur,153.0
RT622,PB-61-1551,Hoshiarpur,Patiala,163.6
RT805,PB-76-6795,Amritsar,Mohali,254.5
RT232,PB-47-1658,Mohali,Kapurthala,191.0
RT295,PB-89-9333,Moga,Pathankot,207.2
RT536,PB-25-1002,Ropar,Ludhiana,74.5
RT897,PB-90-8048,Ludhiana,Mohali,98.3
RT947,PB-91-9087,Amritsar,Chandigarh,263.5
RT877,PB-11-3018,Pathankot,Jalandhar,121.8
RT784,PB-65-3717,Mohali,Bathinda,226.0
RT668,PB-74-5079,Hoshiarpur,Chandigarh,155.3
RT466,PB-96-1629,Kapurthala,Bathinda,167.8
RT893,PB-94-6390,Jalandhar,Kapurthala,22.8
RT453,PB-44-8354,Patiala,Bathinda,166.9
RT101,PB-76-9997,Patiala,Kapurthala,188.3
RT186,PB-75-6969,Patiala,Moga,163.9
RT684,PB-40-7968,Chandigarh,Ferozepur,250.1
RT560,PB-45-2185,Amritsar,Ludhiana,149.3
RT948,PB-10-2555,Jalandhar,Ludhiana,64.4
RT958,PB-27-6405,Ropar,Kapurthala,140.1
RT836,PB-19-2642,Jalandhar,Bathinda,175.2
RT322,PB-54-1047,Ludhiana,Jalandhar,64.7
RT857,PB-69-9251,Bathinda,Pathankot,296.4
RT843,PB-18-2979,Ludhiana,Ferozepur,146.5
RT421,PB-48-1695,Moga,Pathankot,200.8
RT386,PB-92-9845,Jalandhar,Chandigarh,152.5
RT907,PB-60-4588,Amritsar,Ferozepur,103.5
RT611,PB-94-3671,Kapurthala,Bathinda,172.9
RT708,PB-83-6379,Patiala,Ferozepur,209.9
RT682,PB-70-8044,Mohali,Ropar,41.7
RT733,PB-62-4846,Chandigarh,Ferozepur,240.2
RT357,PB-21-8108,Amritsar,Ropar,203.6
RT395,PB-96-7572,Ferozepur,Mohali,252.5
RT420,PB-17-8927,Jalandhar,Pathankot,136.2
RT288,PB-46-7788,Ropar,Kapurthala,148.2
RT505,PB-16-6804,Jalandhar,Kapurthala,24.8
RT406,PB-24-8941,Hoshiarpur,Ludhiana,85.2
RT201,PB-96-2460,Chandigarh,Patiala,73.8
RT649,PB-94-1355,Mohali,Moga,183.6
RT726,PB-88-6046,Pathankot,Mohali,256.6
RT921,PB-35-6941,Ferozepur,Chandigarh,250.4
RT381,PB-71-5376,Ludhiana,Pathankot,186.0
RT892,PB-65-9584,Moga,Kapurthala,81.2
RT860,PB-66-1660,Ropar,Pathankot,203.2
RT691,PB-15-2893,Kapurthala,Ferozepur,107.8
RT317,PB-60-5148,Ludhiana,Kapurthala,82.0
RT465,PB-66-2379,Ferozepur,Mohali,237.1
RT964,PB-98-3695,Mohali,Pathankot,242.6
RT813,PB-28-4273,Hoshiarpur,Kapurthala,62.7
RT206,PB-96-6356,Kapurthala,Ferozepur,111.0
RT571,PB-16-4566,Pathankot,Ropar,214.4
RT755,PB-89-5704,Jalandhar,Ferozepur,124.7
RT930,PB-77-9893,Jalandhar,Ferozepur,126.0
RT792,PB-36-6083,Hoshiarpur,Ropar,99.4
RT862,PB-67-5556,Amritsar,Bathinda,186.9
RT823,PB-45-1683,Ferozepur,Ropar,235.6
RT773,PB-73-1822,Hoshiarpur,Ferozepur,182.3
RT364,PB-78-5497,Ferozepur,Kapurthala,106.0
RT608,PB-39-5542,Kapurthala,Moga,80.8
RT642,PB-28-7902,Jalandhar,Amritsar,87.3
RT588,PB-28-1103,Pathankot,Mohali,246.2
RT244,PB-93-1202,Mohali,Ferozepur,251.9
RT666,PB-34-8539,Ferozepur,Kapurthala,107.6
RT687,PB-87-9370,Pathankot,Ferozepur,213.2
RT782,PB-57-3401,Moga,Hoshiarpur,135.3
RT817,PB-90-2729,Jalandhar,Ropar,123.0
RT472,PB-40-3704,Patiala,Amritsar,243.0
RT396,PB-11-8884,Chandigarh,Ferozepur,262.9
RT585,PB-12-9902,Kapurthala,Ferozepur,112.3
RT987,PB-74-2175,Kapurthala,Chandigarh,176.3
RT751,PB-68-6357,Mohali,Chandigarh,7.8
RT109,PB-61-3333,Mohali,Moga,178.8
RT357,PB-60-3361,Mohali,Moga,171.3
RT829,PB-77-3908,Ropar,Kapurthala,144.3
RT911,PB-31-4973,Amritsar,Chandigarh,262.2
RT302,PB-36-1157,Patiala,Hoshiarpur,162.4
RT789,PB-82-7270,Ludhiana,Bathinda,142.4
RT979,PB-22-5431,Ropar,Pathankot,203.3
RT152,PB-92-2882,Bathinda,Ropar,209.4
RT181,PB-26-3402,Ludhiana,Mohali,100.7
RT422,PB-44-7187,Patiala,Jalandhar,165.7
RT967,PB-43-3576,Jalandhar,Ropar,121.4
RT551,PB-57-1156,Mohali,Pathankot,250.8
RT606,PB-97-6727,Chandigarh,Jalandhar,170.9
RT768,PB-53-6199,Ludhiana,Patiala,95.4
RT349,PB-52-3290,Mohali,Ropar,42.2
RT694,PB-62-6825,Mohali,Kapurthala,181.6
RT634,PB-92-4318,Patiala,Chandigarh,71.9
RT788,PB-50-4740,Bathinda,Ropar,225.0
RT671,PB-23-6393,Bathinda,Kapurthala,157.0
RT670,PB-73-6866,Mohali,Pathankot,251.2
RT621,PB-34-7489,Patiala,Bathinda,176.2
RT499,PB-36-5295,Pathankot,Ludhiana,182.9
RT447,PB-95-8294,Hoshiarpur,Ropar,105.9
RT376,PB-31-2224,Bathinda,Mohali,222.5
RT606,PB-37-5982,Bathinda,Chandigarh,232.8
RT609,PB-12-3203,Jalandhar,Ludhiana,68.1
RT989,PB-37-9812,Ropar,Ludhiana,81.2
RT662,PB-61-4474,Ludhiana,Ferozepur,140.2
RT527,PB-96-3334,Bathinda,Chandigarh,232.1
RT277,PB-99-2703,Amritsar,Mohali,240.4
RT602,PB-59-2243,Moga,Ferozepur,65.8
RT810,PB-37-3864,Ludhiana,Ropar,75.3
RT462,PB-50-7722,Ferozepur,Bathinda,103.0
RT309,PB-48-6033,Moga,Bathinda,84.7
RT997,PB-83-4386,Bathinda,Mohali,214.5
RT996,PB-72-1703,Patiala,Moga,156.1
RT281,PB-45-7322,Ferozepur,Ropar,215.5
RT789,PB-38-3892,Moga,Patiala,151.2
RT939,PB-33-2493,Bathinda,Ferozepur,104.9
RT174,PB-85-9422,Hoshiarpur,Bathinda,213.5
RT397,PB-38-7379,Chandigarh,Patiala,69.0
RT697,PB-15-7704,Jalandhar,Patiala,162.3
RT250,PB-14-4720,Patiala,Moga,147.4
RT417,PB-93-7045,Hoshiarpur,Moga,135.4
RT855,PB-14-3212,Pathankot,Mohali,252.3
RT771,PB-99-3893,Chandigarh,Ludhiana,108.7
RT202,PB-48-6467,Patiala,Ropar,86.2
RT360,PB-71-9942,Ludhiana,Kapurthala,85.9
RT309,PB-72-8487,Bathinda,Kapurthala,173.8
RT393,PB-71-8309,Hoshiarpur,Bathinda,217.1
RT316,PB-60-4903,Bathinda,Mohali,208.6
RT909,PB-95-4648,Amritsar,Jalandhar,91.9
RT949,PB-90-8156,Bathinda,Kapurthala,167.4
RT894,PB-57-2737,Pathankot,Ropar,211.9
RT451,PB-10-6457,Patiala,Ludhiana,101.6
RT682,PB-84-5363,Moga,Hoshiarpur,133.7
RT747,PB-38-3647,Jalandhar,Ropar,120.5
RT890,PB-16-8987,Ferozepur,Jalandhar,128.6
RT355,PB-46-3811,Ropar,Chandigarh,42.4
RT779,PB-16-4744,Patiala,Bathinda,172.2
RT150,PB-62-6796,Ludhiana,Jalandhar,65.6
RT854,PB-31-5762,Hoshiarpur,Patiala,176.8
RT160,PB-66-7160,Ferozepur,Patiala,225.5
RT391,PB-45-1350,Patiala,Mohali,63.4
RT349,PB-53-7861,Patiala,Ludhiana,101.5
RT732,PB-98-8791,Ferozepur,Jalandhar,130.2
RT603,PB-48-5355,Mohali,Amritsar,244.0
RT467,PB-12-2984,Ferozepur,Bathinda,104.1
RT161,PB-99-6907,Moga,Ferozepur,68.5
RT530,PB-94-5938,Bathinda,Kapurthala,160.5
RT978,PB-54-5128,Patiala,Ropar,91.1
RT964,PB-23-2952,Patiala,Ferozepur,234.1
RT297,PB-95-2330,Jalandhar,Mohali,150.6
RT352,PB-74-7006,Pathankot,Amritsar,121.7
RT972,PB-42-9599,Chandigarh,Jalandhar,168.5
RT570,PB-79-9828,Pathankot,Ropar,199.6
RT265,PB-33-7452,Amritsar,Patiala,247.2
RT481,PB-53-2208,Ferozepur,Kapurthala,114.4
RT227,PB-61-7442,Jalandhar,Moga,85.3
RT942,PB-15-2069,Amritsar,Chandigarh,244.0
RT594,PB-99-1865,Mohali,Ferozepur,261.8
RT935,PB-77-9874,Kapurthala,Chandigarh,186.8
RT468,PB-35-3549,Hoshiarpur,Kapurthala,64.7
RT134,PB-32-5290,Hoshiarpur,Amritsar,123.5
RT829,PB-27-3609,Mohali,Pathankot,241.5
RT112,PB-54-1807,Ropar,Jalandhar,114.7
RT153,PB-65-5178,Bathinda,Patiala,169.2
RT997,PB-21-7827,Ludhiana,Moga,77.4
RT440,PB-81-7966,Bathinda,Ludhiana,142.1
RT897,PB-45-1239,Jalandhar,Hoshiarpur,47.8
RT378,PB-96-6658,Kapurthala,Mohali,175.4
RT442,PB-57-5584,Jalandhar,Ropar,116.8
RT671,PB-81-2448,Mohali,Jalandhar,155.4
RT557,PB-19-6688,Ludhiana,Amritsar,150.8
RT322,PB-67-8550,Ropar,Mohali,40.6
RT102,PB-92-7496,Ludhiana,Bathinda,151.0
RT200,PB-72-9651,Bathinda,Ropar,212.4
RT388,PB-40-4188,Hoshiarpur,Patiala,163.0
RT496,PB-61-7259,Bathinda,Chandigarh,220.2
RT842,PB-65-5899,Mohali,Ropar,44.9
RT173,PB-59-3963,Pathankot,Amritsar,132.3
RT630,PB-18-2306,Moga,Ropar,162.7
RT345,PB-13-8658,Ropar,Mohali,42.6
RT264,PB-61-5773,Mohali,Bathinda,221.9
RT238,PB-13-8552,Pathankot,Kapurthala,128.3
RT692,PB-57-3221,Mohali,Jalandhar,157.5
RT611,PB-29-2456,Jalandhar,Mohali,155.0
RT677,PB-52-3625,Moga,Ropar,158.8
RT397,PB-11-2451,Kapurthala,Chandigarh,185.9
RT328,PB-69-3576,Moga,Patiala,154.9
RT636,PB-24-3789,Bathinda,Hoshiarpur,225.3
RT911,PB-29-6352,Mohali,Amritsar,237.8
RT570,PB-82-2405,Jalandhar,Amritsar,86.3
RT985,PB-13-9157,Patiala,Amritsar,250.8
RT110,PB-96-3267,Bathinda,Kapurthala,165.8
RT626,PB-11-6644,Pathankot,Ropar,205.8
RT589,PB-56-1549,Jalandhar,Kapurthala,23.3
RT147,PB-93-2782,Ludhiana,Chandigarh,113.5
RT971,PB-94-7708,Ferozepur,Moga,69.4
RT867,PB-36-9073,Moga,Amritsar,121.3
RT155,PB-46-1454,Hoshiarpur,Amritsar,124.6
RT161,PB-75-2883,Hoshiarpur,Kapurthala,63.0
RT381,PB-83-8725,Mohali,Pathankot,239.5
RT207,PB-64-6716,Chandigarh,Mohali,8.7
RT679,PB-12-2171,Pathankot,Kapurthala,125.0
RT186,PB-64-8435,Kapurthala,Mohali,179.5
RT344,PB-12-1960,Moga,Kapurthala,76.7
RT905,PB-30-4051,Chandigarh,Jalandhar,170.3
RT389,PB-29-7820,Ferozepur,Bathinda,106.7
RT490,PB-63-8979,Patiala,Moga,150.3
RT574,PB-45-7521,Amritsar,Ludhiana,148.2
RT213,PB-35-9504,Pathankot,Hoshiarpur,110.6
RT367,PB-57-2547,Patiala,Kapurthala,182.3
RT948,PB-42-7703,Kapurthala,Amritsar,64.3
RT616,PB-62-4781,Amritsar,Kapurthala,69.2
RT993,PB-16-4927,Ferozepur,Hoshiarpur,172.1
RT819,PB-17-8610,Chandigarh,Hoshiarpur,149.0
RT262,PB-37-1285,Jalandhar,Moga,83.4
RT439,PB-76-8692,Ferozepur,Moga,66.6
RT630,PB-64-5297,Kapurthala,Pathankot,118.8
RT873,PB-61-8381,Ludhiana,Jalandhar,63.8
RT978,PB-90-2265,Patiala,Hoshiarpur,174.1
RT786,PB-25-4572,Jalandhar,Patiala,173.6
RT329,PB-93-3399,Ludhiana,Jalandhar,68.4
RT587,PB-60-4398,Moga,Mohali,184.2
RT418,PB-57-6496,Chandigarh,Mohali,8.1
RT674,PB-56-6908,Ferozepur,Kapurthala,108.3
RT155,PB-18-7241,Amritsar,Hoshiarpur,120.4
RT160,PB-67-6114,Ferozepur,Bathinda,108.8
RT452,PB-93-5379,Jalandhar,Patiala,169.6
RT510,PB-45-4021,Moga,Mohali,180.5
RT889,PB-48-6128,Patiala,Amritsar,242.5
RT796,PB-65-5688,Ferozepur,Ludhiana,150.1
RT232,PB-14-8655,Amritsar,Jalandhar,95.6
RT832,PB-62-5652,Hoshiarpur,Chandigarh,145.6
RT820,PB-98-6819,Hoshiarpur,Ropar,102.8
RT349,PB-77-3024,Ferozepur,Ludhiana,145.8
RT568,PB-31-7112,Pathankot,Hoshiarpur,109.7
RT715,PB-65-7139,Mohali,Pathankot,238.6
RT150,PB-43-3459,Chandigarh,Mohali,8.5
RT446,PB-44-9274,Amritsar,Ropar,206.1
RT270,PB-76-6464,Ropar,Patiala,82.8
RT736,PB-42-6124,Bathinda,Pathankot,276.2
RT143,PB-15-6420,Amritsar,Bathinda,203.1
RT257,PB-69-9788,Hoshiarpur,Ludhiana,88.6
RT462,PB-67-1723,Bathinda,Ropar,216.7
RT224,PB-13-2580,Amritsar,Pathankot,127.8
RT272,PB-88-7547,Bathinda,Moga,84.1
RT348,PB-66-3213,Pathankot,Ferozepur,229.5
RT888,PB-20-1671,Moga,Patiala,162.0
RT581,PB-73-8719,Amritsar,Jalandhar,87.9
RT153,PB-45-2567,Patiala,Jalandhar,173.9
RT542,PB-32-6938,Chandigarh,Kapurthala,194.4
RT656,PB-36-5083,Amritsar,Hoshiarpur,120.8
RT874,PB-97-5470,Ferozepur,Kapurthala,107.2
RT785,PB-12-2676,Moga,Ludhiana,85.2
RT165,PB-81-3333,Bathinda,Patiala,168.3
RT987,PB-39-8006,Kapurthala,Amritsar,71.7
RT813,PB-85-7766,Mohali,Chandigarh,8.6
RT270,PB-81-3084,Amritsar,Ludhiana,153.2
RT681,PB-15-6829,Kapurthala,Pathankot,119.9
RT242,PB-42-4224,Patiala,Ropar,91.1
RT460,PB-21-4851,Jalandhar,Hoshiarpur,46.3
RT677,PB-23-8645,Patiala,Chandigarh,68.1
RT415,PB-94-4799,Hoshiarpur,Ferozepur,181.9
RT843,PB-61-3208,Hoshiarpur,Pathankot,104.4
RT932,PB-33-4021,Pathankot,Ropar,207.8
RT604,PB-79-9643,Kapurthala,Ropar,146.8
RT767,PB-17-6143,Bathinda,Hoshiarpur,217.9
RT236,PB-94-7608,Ferozepur,Hoshiarpur,165.1
RT451,PB-39-4863,Mohali,Moga,173.0
RT596,PB-44-2644,Ropar,Jalandhar,117.4
RT428,PB-49-4944,Pathankot,Mohali,235.1
RT261,PB-66-2894,Amritsar,Ropar,215.2
RT675,PB-61-2689,Pathankot,Mohali,257.2
RT452,PB-81-6562,Patiala,Bathinda,177.8
RT224,PB-33-7464,Ferozepur,Pathankot,222.9
RT522,PB-60-2967,Jalandhar,Kapurthala,24.4
RT148,PB-44-2402,Mohali,Pathankot,259.4
RT520,PB-43-6606,Bathinda,Moga,81.3
RT274,PB-20-6104,Ferozepur,Pathankot,220.1
RT798,PB-61-4942,Kapurthala,Mohali,192.1
RT254,PB-84-4418,Amritsar,Ludhiana,145.1
RT969,PB-45-7081,Kapurthala,Chandigarh,195.0
RT840,PB-55-6905,Ferozepur,Bathinda,107.2
RT255,PB-30-8906,Hoshiarpur,Amritsar,123.8
RT819,PB-98-2581,Pathankot,Ferozepur,212.7
RT989,PB-10-7383,Moga,Ludhiana,80.1
RT120,PB-51-9672,Pathankot,Mohali,252.5
RT287,PB-83-3126,Ropar,Amritsar,221.5
RT553,PB-54-8820,Pathankot,Ferozepur,217.0
RT655,PB-67-7275,Amritsar,Kapurthala,69.5
RT408,PB-68-8512,Chandigarh,Ferozepur,262.5
RT806,PB-21-9729,Patiala,Ferozepur,218.7
RT509,PB-46-9843,Kapurthala,Chandigarh,183.3
RT950,PB-70-2800,Ropar,Hoshiarpur,101.9
RT971,PB-97-3128,Hoshiarpur,Kapurthala,67.1
RT334,PB-23-4944,Ludhiana,Mohali,99.3
RT931,PB-21-3113,Amritsar,Moga,112.1
RT956,PB-14-3990,Ropar,Ferozepur,229.5
RT800,PB-98-1721,Kapurthala,Amritsar,64.9
RT942,PB-44-3600,Amritsar,Ropar,213.3
RT981,PB-24-4625,Ropar,Patiala,86.4
RT465,PB-55-2353,Jalandhar,Kapurthala,24.7
RT924,PB-30-4280,Hoshiarpur,Mohali,140.6
RT842,PB-87-8362,Kapurthala,Bathinda,162.6
RT869,PB-51-7818,Hoshiarpur,Amritsar,125.7
RT986,PB-63-9698,Ropar,Moga,166.0
RT811,PB-70-6276,Kapurthala,Chandigarh,185.6
RT293,PB-17-2598,Mohali,Moga,176.3
RT982,PB-36-3428,Jalandhar,Amritsar,88.5
RT704,PB-48-9660,Kapurthala,Bathinda,162.2
RT899,PB-39-5344,Ludhiana,Chandigarh,104.1
RT536,PB-57-8040,Ropar,Chandigarh,43.9
RT871,PB-17-8957,Kapurthala,Chandigarh,182.2
RT333,PB-71-7435,Moga,Patiala,148.9
RT793,PB-39-8486,Hoshiarpur,Patiala,181.9
RT793,PB-47-2177,Mohali,Ludhiana,99.8
RT224,PB-70-1968,Ludhiana,Patiala,94.5
RT993,PB-31-7205,Patiala,Jalandhar,166.1
RT915,PB-51-7020,Patiala,Amritsar,243.1
RT728,PB-85-3841,Chandigarh,Ferozepur,250.2
RT722,PB-91-5204,Bathinda,Mohali,229.1
RT777,PB-75-3172,Pathankot,Ludhiana,191.8
RT574,PB-59-3728,Ferozepur,Bathinda,105.9
RT332,PB-24-7985,Bathinda,Kapurthala,159.7
RT391,PB-49-9867,Chandigarh,Kapurthala,192.8
RT842,PB-44-4972,Mohali,Pathankot,259.0
RT591,PB-64-8324,Amritsar,Hoshiarpur,117.4
RT945,PB-35-8277,Ferozepur,Mohali,244.4
RT507,PB-42-8514,Patiala,Mohali,65.8
RT873,PB-74-5415,Chandigarh,Ropar,45.7
RT729,PB-77-2307,Moga,Ferozepur,63.4
RT632,PB-79-5841,Amritsar,Jalandhar,90.5
RT213,PB-16-9422,Ludhiana,Pathankot,185.3
RT236,PB-20-6965,Ropar,Ferozepur,221.0
RT205,PB-85-3170,Kapurthala,Ludhiana,84.0
RT874,PB-45-8114,Bathinda,Moga,85.3
RT800,PB-26-9943,Pathankot,Kapurthala,120.8
RT849,PB-31-8222,Ferozepur,Ludhiana,145.0
RT516,PB-36-8261,Mohali,Patiala,61.9
RT254,PB-23-6303,Patiala,Pathankot,277.1
RT406,PB-80-7995,Mohali,Ludhiana,107.7
RT169,PB-96-2415,Patiala,Amritsar,262.2
RT942,PB-48-3838,Kapurthala,Jalandhar,24.2
RT728,PB-50-1626,Mohali,Amritsar,253.2
RT696,PB-19-1852,Hoshiarpur,Mohali,138.5
RT590,PB-71-6131,Mohali,Jalandhar,156.1
RT982,PB-60-9265,Moga,Ropar,157.1
RT879,PB-64-8800,Pathankot,Mohali,254.9
RT262,PB-37-1063,Ferozepur,Hoshiarpur,180.0
RT378,PB-86-9240,Ropar,Chandigarh,42.9
RT211,PB-67-6271,Pathankot,Patiala,276.4
RT348,PB-16-5871,Amritsar,Jalandhar,97.4
RT455,PB-70-8227,Bathinda,Kapurthala,166.8
RT810,PB-41-3682,Kapurthala,Ferozepur,111.8
RT102,PB-32-8210,Ropar,Jalandhar,119.1
RT482,PB-17-1763,Kapurthala,Chandigarh,174.1
RT579,PB-56-2381,Bathinda,Kapurthala,165.8
RT452,PB-44-6203,Ferozepur,Jalandhar,132.0
RT989,PB-99-1186,Chandigarh,Ludhiana,111.0
RT955,PB-94-2655,Amritsar,Ferozepur,105.5
RT298,PB-66-5282,Bathinda,Patiala,162.5
RT181,PB-79-9967,Hoshiarpur,Patiala,163.1
RT900,PB-64-3081,Ferozepur,Patiala,212.7
RT291,PB-60-2808,Ferozepur,Chandigarh,258.1
RT423,PB-77-1229,Jalandhar,Bathinda,165.8
RT298,PB-73-8676,Mohali,Patiala,60.2
RT297,PB-57-8386,Ludhiana,Patiala,98.8
RT221,PB-49-6556,Kapurthala,Patiala,195.0
RT992,PB-95-7152,Jalandhar,Ludhiana,66.3
RT598,PB-33-1235,Amritsar,Pathankot,119.7
RT772,PB-96-1067,Ludhiana,Jalandhar,62.9
RT114,PB-63-8868,Chandigarh,Amritsar,249.6
RT659,PB-20-4383,Chandigarh,Moga,183.6
RT809,PB-57-6842,Kapurthala,Moga,75.9
RT928,PB-15-4553,Patiala,Kapurthala,192.3
RT882,PB-98-6246,Patiala,Ropar,84.1
RT595,PB-61-2889,Pathankot,Bathinda,289.9
RT207,PB-44-4985,Ludhiana,Hoshiarpur,81.8
RT698,PB-33-5868,Pathankot,Ropar,202.7
RT944,PB-52-8419,Kapurthala,Chandigarh,183.2
RT518,PB-26-1849,Ferozepur,Ludhiana,148.0
RT223,PB-89-7727,Ropar,Hoshiarpur,105.9
RT269,PB-35-4300,Patiala,Amritsar,260.2
RT823,PB-33-1084,Chandigarh,Moga,180.2
RT190,PB-23-3648,Patiala,Chandigarh,69.3
RT965,PB-55-8513,Mohali,Ludhiana,100.2
RT268,PB-18-3059,Ludhiana,Chandigarh,110.9
RT883,PB-62-7968,Bathinda,Mohali,208.2
RT899,PB-87-8184,Amritsar,Chandigarh,260.3
RT193,PB-89-5046,Moga,Kapurthala,82.6
RT541,PB-24-7426,Amritsar,Jalandhar,94.4
RT281,PB-15-2394,Pathankot,Chandigarh,247.6
RT710,PB-47-9073,Patiala,Ferozepur,217.4
RT913,PB-84-7158,Ferozepur,Ludhiana,153.7
RT820,PB-95-2162,Jalandhar,Moga,85.8
RT170,PB-56-7835,Amritsar,Ferozepur,104.2
RT329,PB-37-5284,Chandigarh,Mohali,8.2
RT292,PB-62-6783,Mohali,Patiala,60.8
RT193,PB-80-6558,Jalandhar,Amritsar,93.2
RT937,PB-96-9169,Kapurthala,Hoshiarpur,62.6
RT536,PB-51-1386,Amritsar,Patiala,252.4
RT462,PB-18-7567,Ropar,Amritsar,215.2
RT788,PB-46-6660,Ludhiana,Pathankot,195.9
RT288,PB-95-2408,Moga,Chandigarh,189.4
RT446,PB-48-6856,Mohali,Chandigarh,8.4
RT793,PB-94-9417,Pathankot,Hoshiarpur,110.3
RT715,PB-72-6728,Amritsar,Moga,114.1
RT593,PB-58-3252,Ferozepur,Patiala,213.4
RT468,PB-45-7795,Patiala,Ropar,88.5
RT452,PB-78-4373,Kapurthala,Pathankot,120.2
RT548,PB-69-9177,Jalandhar,Bathinda,161.5
RT686,PB-85-7360,Ropar,Kapurthala,150.9
RT137,PB-81-2904,Kapurthala,Amritsar,67.4
RT335,PB-15-5835,Patiala,Kapurthala,195.4
RT208,PB-83-2220,Bathinda,Patiala,169.7
RT521,PB-57-4254,Kapurthala,Bathinda,165.1
RT291,PB-51-5428,Ludhiana,Chandigarh,113.0
RT852,PB-75-9276,Pathankot,Ludhiana,200.0
RT372,PB-42-8696,Chandigarh,Amritsar,250.4
RT871,PB-31-2114,Mohali,Ferozepur,258.1
RT944,PB-43-3005,Ferozepur,Chandigarh,246.9
RT950,PB-33-6632,Mohali,Kapurthala,186.3
RT934,PB-67-2189,Mohali,Moga,179.2
RT761,PB-12-5247,Kapurthala,Jalandhar,23.1
RT378,PB-86-8514,Ferozepur,Mohali,252.8
RT468,PB-10-3422,Pathankot,Chandigarh,237.0
RT650,PB-54-9190,Patiala,Chandigarh,72.6
RT287,PB-73-8877,Bathinda,Chandigarh,224.6
RT666,PB-61-1110,Ferozepur,Amritsar,100.5
RT442,PB-77-3179,Ferozepur,Hoshiarpur,172.7
RT338,PB-88-1520,Mohali,Ferozepur,246.6
RT126,PB-25-9654,Kapurthala,Chandigarh,193.6
RT541,PB-66-8936,Bathinda,Hoshiarpur,222.7
RT564,PB-29-4287,Patiala,Amritsar,263.1
RT570,PB-33-6691,Kapurthala,Ludhiana,82.1
RT601,PB-88-8558,Moga,Ropar,153.3
RT294,PB-98-9154,Moga,Chandigarh,183.0
RT310,PB-46-3850,Pathankot,Patiala,270.0
RT131,PB-19-3582,Jalandhar,Ferozepur,129.9
RT581,PB-63-6844,Chandigarh,Bathinda,214.0
RT107,PB-33-8001,Moga,Chandigarh,193.4
RT212,PB-52-4158,Chandigarh,Mohali,8.2
RT495,PB-19-3885,Chandigarh,Ludhiana,104.3
RT487,PB-28-7501,Jalandhar,Amritsar,88.6
RT299,PB-71-3831,Hoshiarpur,Chandigarh,153.5
RT625,PB-40-3517,Hoshiarpur,Jalandhar,49.3
RT642,PB-62-5645,Mohali,Kapurthala,184.2
RT103,PB-98-5678,Ludhiana,Kapurthala,89.4
RT504,PB-71-8995,Pathankot,Jalandhar,125.6
RT121,PB-54-1777,Hoshiarpur,Amritsar,116.2
RT854,PB-32-3916,Hoshiarpur,Patiala,170.6
RT407,PB-35-8798,Pathankot,Chandigarh,250.3
RT805,PB-34-1072,Chandigarh,Jalandhar,156.6
RT697,PB-28-8724,Moga,Kapurthala,76.7
RT936,PB-43-1480,Kapurthala,Patiala,184.9
RT454,PB-43-7962,Ludhiana,Mohali,98.0
RT689,PB-85-2383,Ferozepur,Patiala,224.7
RT909,PB-65-7615,Moga,Chandigarh,191.3
RT853,PB-97-5609,Hoshiarpur,Chandigarh,155.4
RT746,PB-26-8546,Bathinda,Jalandhar,173.3
RT945,PB-40-3967,Ropar,Patiala,83.2
RT155,PB-97-4432,Kapurthala,Patiala,194.5
RT180,PB-92-3740,Chandigarh,Pathankot,232.8
RT357,PB-25-2814,Hoshiarpur,Ropar,108.4
RT206,PB-81-7935,Amritsar,Pathankot,131.1
